condition,condition_label,ID_group,a_mean_improvement_amount,b_mean_learning_rate,c_mean_asymptote,N50_mean,N80_mean,N90_mean,N95_mean,N80_within_400_rate,N90_within_400_rate,N95_within_400_rate,n_participants
width_wide,Wide-width A1000 W50 ID20,ID20,1.1339480280441367,0.08718088661286544,1.9038841778015785e-16,2837.4988820382946,104104237.9781816,295395658878.5391,838184851826806.0,0.0,0.0,0.0,1
