condition,condition_label,N,MT_single,TPe_single,ER_single,MT_included,TPe_included,MT_omission_reason,TPe_omission_reason
width_wide,Wide-width A1000 W50 ID20 / C1,266,0.293,107.95156202651289,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,267,0.417,48.69234709594155,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,268,0.306,95.98613502585907,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,269,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,270,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,271,0.816,5.582165649467194,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,272,0.532,43.13250421197652,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,273,0.505,37.684043078249694,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,274,0.475,38.17456760129068,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,275,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,276,0.82,15.449020976697817,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,277,0.595,49.87620091633847,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,278,0.573,50.7606988912146,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,279,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,280,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,281,0.565,58.53761514646839,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,282,0.55,41.89534004591948,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,283,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,284,0.601,18.305185429604755,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,285,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,286,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,287,0.642,22.644569509132467,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,288,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,289,0.429,44.5871306903034,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,290,0.646,14.949907343587958,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,291,0.539,47.477823323935056,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,292,0.588,31.332166890379046,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,293,0.614,11.523346741341328,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,294,0.665,55.64700490460052,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,295,0.847,13.121949333974504,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,296,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,297,0.632,33.19005434095204,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,298,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,299,0.592,24.09258948937557,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,300,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,301,0.669,53.16378715520669,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,302,0.583,67.4295619080597,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,303,0.754,13.687408506625344,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,304,0.644,20.242184548884985,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,305,0.641,15.837170800748241,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,306,0.596,40.19203901027542,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,307,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,308,0.667,26.509891216298126,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,309,0.645,42.53663725645511,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,310,0.526,62.49504569665295,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,311,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,312,0.7,47.63858752147616,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,313,0.653,40.35222862591354,0.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,314,0.471,51.77818110809047,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,315,0.694,13.875956967909412,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,316,0.609,27.73090261084385,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,317,0.523,33.873907931313745,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,318,0.595,34.54054968359683,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,319,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,320,1.372,9.421485649076809,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,321,1.613,10.865831543472677,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,322,1.518,18.06646658168351,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,323,,,100.0,False,False,not_performance_trial,not_performance_trial
width_wide,Wide-width A1000 W50 ID20 / C1,324,0.619,30.77869425115084,100.0,True,True,included,included
width_wide,Wide-width A1000 W50 ID20 / C1,325,,,100.0,False,False,not_performance_trial,not_performance_trial
