condition_number,condition,condition_label,metric,status,slope,intercept,r2,n_points
1,width_wide,Wide-width A1000 W50 ID20 / C1,MT,ok,-0.0009225424974560916,0.8960372129323424,0.18922373618857036,264
1,width_wide,Wide-width A1000 W50 ID20 / C1,TPe,ok,0.007914014536057537,44.691305351707385,0.0006663237932843513,264
1,width_wide,Wide-width A1000 W50 ID20 / C1,ER,ok,0.12325869994581654,39.60113960113961,0.05557893570587391,325
