condition_number,condition,condition_label,n_trials,n_deviation_error_text,n_excessive_deviation_error_text,n_deviated_true,n_excluded_by_deviation_ratio,deviation_ratio_exclusion_threshold,max_deviation_time_ratio,mean_deviation_time_ratio
1,width_wide,Wide-width A1000 W50 ID20 / C1,325,99,37,183,0,0.8,0.7560192616372392,0.16871393247837063
