global_N,MT_norm,We_norm,Ae_norm,TPe_norm
276,0.28484848484848485,0.040643576023851095,0.12653174893090588,0.2675735565544742
277,0.21969696969696967,0.03396897558371049,0.10081629231391681,0.34376959340246216
278,0.34924242424242424,0.1995577867674507,0.22618447360138438,0.05672320638117753
279,0.26590909090909093,0.14723918948945455,0.17310820557744344,0.09173342948500442
280,0.26363636363636367,0.18789378576524718,0.13752185080611784,0.06820546863578411
281,0.22954545454545452,0.06817860152540853,0.1181671336584882,0.19828914566495456
282,,,,
283,0.2833333333333334,0.09898611343377005,0.12265896572254723,0.12521036406839126
284,0.26666666666666666,0.05818657582221929,0.13182323808085808,0.2108120613463414
285,0.17651515151515154,0.04295786442734513,0.08057231564754479,0.3174134658464633
286,,,,
287,0.3083333333333333,0.04226263357889365,0.08370180143411837,0.23806248392240237
288,0.27272727272727276,0.060374333849684055,0.11782787665653192,0.19914474685502564
289,0.13484848484848483,0.05959586879327229,0.019646367223626938,0.260172788544889
290,0.3037878787878788,0.2186944196794546,0.24591020088119972,0.0577302772029539
291,0.23939393939393938,0.10769766104383871,0.15394665161311546,0.13173200280322497
292,0.17424242424242425,0.10385179087722282,0.17422553846374578,0.16454288534308148
293,0.22878787878787876,0.08397260235376107,0.13722812499395048,0.168103537351218
294,,,,
295,0.8174242424242425,0.13639814156149213,0.08262237543621559,0.033938154683972196
296,1.0,0.08778363392272333,0.0,0.04165266265127472
297,0.9280303030303031,0.05358711515197225,0.059186986877832005,0.08011253337022743
298,,,,
299,0.24696969696969698,0.08592090316774141,0.07149133795753361,0.14801079930415653
300,,,,
301,0.5204545454545455,0.12274668242797292,0.09663768513221495,0.06188128515391199
302,0.32196969696969696,0.002872756552886098,0.09824145929640825,0.7225847676959545
303,0.3227272727272727,0.08093619570313211,0.09744143586158312,0.13574609532388002
304,0.34924242424242424,0.0892372198816665,0.05069389016710677,0.11196535905626498
305,0.33106060606060606,0.06160440474734558,0.0872585456196033,0.16846142169632836
306,0.4181818181818182,0.0739063997800169,0.07777762539334548,0.12064646978740444
307,0.32954545454545453,0.006728540829608379,0.059086794676992065,0.575251579152467
308,0.2863636363636364,0.059803092852999944,0.1071487561919245,0.1929901123281501
309,0.32499999999999996,0.09606999171167181,0.10622490003312333,0.11591241269084969
310,0.27272727272727276,0.037671642718551966,0.12696520340613737,0.29033791146617166
311,0.35,0.08805187256329297,0.18280870744420216,0.1287287051484996
312,0.3575757575757576,0.07396324888846233,0.050719226357999886,0.13126785132167512
313,0.33106060606060606,0.05324085113464184,0.13239643551062386,0.19851244153883976
314,0.49545454545454537,0.06579619408060618,0.0626786948493417,0.1160148074573952
315,0.3174242424242424,0.025129018668897222,0.01443396384741922,0.3131616906481647
316,0.30151515151515146,0.0005846632477086238,0.06869566198704771,0.8268742615560701
317,0.2863636363636364,0.015388152609642373,0.08626091152853835,0.4675977402054753
318,,,,
319,,,,
320,0.2598484848484849,0.04882359218543856,0.0943986085869961,0.2382999097104047
321,0.5931818181818183,0.05708220025268046,0.07858763367576331,0.11562460710924366
322,0.521969696969697,0.03258835805856689,0.06776204849600244,0.19705215893195932
323,0.45530303030303027,0.01611055517980297,0.08058370681294488,0.33727758173659034
324,0.4098484848484848,0.07977784407588552,0.12627364712973246,0.11965338820200759
325,,,,
