condition_number,condition,condition_label,n_trials,n_success,success_rate_percent,n_error_counted,error_rate_percent,n_deviated,deviation_rate_percent,deviation_count_mean,deviation_count_sum,deviation_time_ms_mean,deviation_time_ms_sum,deviation_time_ratio_mean,n_excluded_by_deviation_ratio,deviation_ratio_exclusion_threshold,max_deviation_px_mean,max_deviation_px_max,n_mt_analysis,mt_mean,mt_sd,mt_median,n_tpe_analysis,tpe_mean,tpe_sd,tpe_median,we_mean,ae_mean
1,width_wide,Wide-width A1000 W50 ID20 / C1,325,267,82.15384615384616,194,59.692307692307686,183,56.30769230769231,0.796923076923077,259,123.41538461538461,40110,0.16871393247837063,0,0.8,14.866153846153846,242.0,264,0.7540530303030303,0.19670501797678228,0.73,264,45.909314157065566,28.436166418185714,39.55387839615679,45.17249458649869,1022.5622461783946
